id_cliente,pd_score,lgd_pred,ead_pred,limite_ref,r_opt,e_opt,z_opt,ingreso_opt,el_opt,cost_opt,utilidad_opt
C00033554,0.09332600210384046,0.3091557501114648,426742.11454488273,2833839.0,0.45,2833839.0,1275227.6,1083943.46,81762.68848968837,42507.585,959673.1865103117
C00009428,0.0009698883546631933,0.3280330978313104,218349.6086885055,1193824.0,0.45,1193824.0,537220.8,456637.68000000005,379.82164958288246,17907.36,438350.4983504172
C00000200,0.05908816139606395,0.3332934588425795,135041.77245803468,705780.0,0.45,705780.0,317601.0,269960.85,13899.417954478537,10586.699999999999,245474.73204552144
C00012448,0.48197516545699165,0.3201787281574253,758237.4923517454,4943318.0,0.1,0.0,2.0058246e-10,1.70495091e-10,0.0,0.0,1.70495091e-10
C00039490,0.2768245927225968,0.3533511838689067,556744.4544228411,3199822.0,0.45,3199822.0,1439919.9,1223931.9149999998,312994.7408992179,47997.33,862939.844100782
C00042725,0.0008001077724578123,0.3218908518747506,213031.355895461,1363033.0,0.45,1363033.0,613364.85,521360.12249999994,351.0455677372494,20445.495,500563.5819322627
C00010823,0.11900607062244604,0.34506024317842454,176415.64382841415,1045772.0,0.45,1045772.0,470597.4,400007.79000000004,42943.85714533328,15686.58,341377.35285466677
C00049499,0.6251935962575803,0.3267406955671316,582910.5522277191,3676694.0,0.1,0.0,1.7202106e-10,1.46217901e-10,0.0,0.0,1.46217901e-10
C00004145,0.07651644736045059,0.3147033206494325,449634.46423249936,3530972.0,0.45,3530972.0,1588937.4,1350596.7899999998,85025.73538289522,52964.579999999994,1212606.4746171045
C00036959,0.04851942308059594,0.32921105776855025,219155.49608971545,1315792.0,0.45,1315792.0,592106.4,503290.44,21017.317451438874,19736.88,462536.24254856113
C00043107,0.04070828165309867,0.3198444517316458,167307.12430046062,1209123.0,0.45,1209123.0,544105.35,462489.5475,15743.165992880999,18136.844999999998,428609.536507119
C00038696,0.0008317409181698223,0.33559879657723896,307602.25674329046,1874750.0,0.45,1874750.0,843637.5,717091.875,523.3013131906498,28121.25,688447.3236868094
C00006189,0.6152693145063053,0.322932772729083,424177.1368801754,3451306.0,0.1,0.0,1.7013137e-10,1.4461166449999998e-10,0.0,0.0,1.4461166449999998e-10
C00001415,0.04237506424983079,0.32327462533977724,313263.29539172293,2095868.0,0.45,2095868.0,943140.6,801669.51,28710.840968702407,31438.02,741520.6490312975
C00018472,0.12689017378231934,0.3391639824906752,219064.129951208,1339322.0,0.45,1339322.0,602694.9,512290.665,57639.83395079836,20089.829999999998,434561.0010492016
C00029283,0.030979602303532826,0.3089980690574266,410979.73828278313,2724077.0,0.45,2724077.0,1225834.7,1041959.4949999999,26076.60107636684,40861.155,975021.738923633
C00015178,0.028512220620128426,0.3287220977149177,238946.18125733337,1459610.0,0.45,1459610.0,656824.5,558300.825,13680.33626740898,21894.149999999998,522726.3387325909
C00034305,0.8304920750784908,0.32725451178013515,899412.0340153517,4839872.0,0.1,0.0,1.6966869e-10,1.442183865e-10,0.0,0.0,1.442183865e-10
C00012610,0.9922169095313313,0.3298010333203394,729835.8529522769,5000000.0,0.1,0.0,1.627129e-10,1.38305965e-10,0.0,0.0,1.38305965e-10
C00012145,0.17795667196371456,0.33196268379239674,404732.2899431157,2497841.0,0.45,2497841.0,1124028.5,955424.225,147559.89318981356,37467.615,770396.7168101864
C00006114,0.7779619321002974,0.33902637929348917,817585.9625795606,4482635.0,0.1,0.0,1.6958175e-10,1.4414448750000001e-10,0.0,0.0,1.4414448750000001e-10
C00015909,0.13406692521223296,0.3275775836585271,421290.6586617292,2686851.0,0.45,2686851.0,1209083.0,1027720.5499999999,117999.29357287352,40302.765,869418.4914271265
C00000822,0.7818851390269517,0.33604249871883,547784.9935932743,2836006.0,0.1,0.0,1.5102404e-10,1.28370434e-10,0.0,0.0,1.28370434e-10
C00015119,0.1837410288012121,0.3427041921550774,140789.05270762113,790321.0,0.45,790321.0,355644.45,302297.78250000003,49765.58145592912,11854.814999999999,240677.3860440709
C00013467,0.061626682831609346,0.3283290266922109,457959.5056125664,2669643.0,0.45,2669643.0,1201339.4,1021138.4899999999,54017.09939875405,40044.645,927076.7456012458
C00026498,0.8075069715765463,0.3333317234407993,650681.1139227598,4087020.0,0.1,0.0,1.6395177e-10,1.393590045e-10,0.0,0.0,1.393590045e-10
C00042112,0.38135210325366176,0.346418791794418,542627.5094624987,3120810.0,0.1,0.0,1.9299737e-10,1.640477645e-10,0.0,0.0,1.640477645e-10
C00030189,0.4815465643110022,0.33693408096881233,446743.4152616871,2589692.0,0.1,0.0,1.7069557e-10,1.450912345e-10,0.0,0.0,1.450912345e-10
C00037238,0.006238410168830579,0.3143148998033162,309898.4700957227,2350997.0,0.45,2350997.0,1057948.7,899256.3949999999,4609.894320589081,35264.955,859381.5456794109
C00033110,0.05321536763539789,0.3257592829641477,265652.3653107647,1489686.0,0.45,1489686.0,670358.7,569804.8949999999,25824.30268973416,22345.29,521635.3023102658
C00036481,0.8427682170246509,0.3205096221950612,823344.7284705223,5000000.0,0.1,0.0,1.7034378e-10,1.4479221299999998e-10,0.0,0.0,1.4479221299999998e-10
C00024149,0.0005859330568650204,0.3088760874429789,293321.6548937653,2023601.0,0.45,2023601.0,910620.45,774027.3825,366.2327459552022,30354.015,743307.1347540447
C00005504,0.37103564180832843,0.32060472496433695,525003.243656948,3597461.0,0.45,3597461.0,1618857.4,1376028.7899999998,427938.77889298066,53961.915,894128.0961070191
C00003919,0.7802372333413329,0.3521426974318693,836735.676455532,4327842.0,0.1,0.0,1.6795767e-10,1.427640195e-10,0.0,0.0,1.427640195e-10
C00038479,0.807648632329812,0.32496513936950017,526649.0910879968,3506571.0,0.1,0.0,1.5778414e-10,1.34116519e-10,0.0,0.0,1.34116519e-10
C00021124,0.008343227938717543,0.29554723194124166,213982.30196184988,1547419.0,0.45,1547419.0,696338.55,591887.7675000001,3815.6535041927427,23211.285,564860.8289958073
C00049718,0.15686843276493864,0.33841584981082556,529754.8450407569,2021050.0,0.45,2021050.0,909472.5,773051.625,107291.00434711267,30315.75,635444.8706528873
C00042295,0.030348705154846185,0.32215598457973404,279171.2619056691,1830385.0,0.45,1830385.0,823673.25,700122.2625,17895.70524302063,27455.774999999998,654770.7822569793
C00047610,0.08690893765312861,0.3117238884488216,347913.10757541726,2534534.0,0.45,2534534.0,1140540.3,969459.255,68664.5610031247,38018.01,862776.6839968753
C00011077,0.32189918990694816,0.38670138516616875,581175.144486899,3035834.0,0.45,3035834.0,1366125.3,1161206.5050000001,377897.16342581017,45537.509999999995,737771.83157419
C00041515,0.016293039634282882,0.3161143000690489,249272.61402624196,1533900.0,0.45,1533900.0,690255.0,586716.75,7900.294919580522,23008.5,555807.9550804194
C00022063,0.061357212649345766,0.3343968037034285,388477.5719682737,2193997.0,0.45,2193997.0,987298.65,839203.8525,45015.67525927222,32909.955,761278.2222407279
C00009414,0.7969299009569348,0.3630385220362734,806257.5226815142,3889172.0,0.1,0.0,1.6254144e-10,1.38160224e-10,0.0,0.0,1.38160224e-10
